,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
3279,Being a researcher (in Information Science and Technology),be a research (in inform scienc and technology)advancedstudentlaboratori research physic window blind physic experi pharmaci medic laboratori pharmacolog scientif analysi research method robot physical-science-and-engin research-methods4.821,4.8,Advanced,Student,21,"Quantitative Methods,Understanding Research Methods,On Being a Scientist,Plant Bioinformatics Capstone,Qualitative Research,Research Proposal Initiating Research"
3280,International Organizations Management,intern organ managementintermediatestudentcommun collabor partnership collabor brand market strategi partnership leadership and manag leadership plan busi leadership-and-management4.821,4.8,Intermediate,Student,21,"High Performance Collaboration Leadership Teamwork and Negotiation,Adapt your leadership style,Leadership Through Marketing,International Leadership and Organizational Behavior,Giving Sense to Your Leadership Experience,Leadership and Emotional Intelligence"
3313,Web Design Wireframes to Prototypes,web design wirefram to prototypesadvancedprofessionalus interfac design pattern java annot websit wirefram user experi experi web interfac user interfac design web design arts-and-human music-and-art4.821,4.8,Advanced,Professional,21,"Visual Elements of User Interface Design,UX Design Fundamentals,Information Design,Build an E-commerce Dashboard with Figma,Introduction to UI Design,Prototyping and Design"
3341,Case Studies in Personalized Medicine,case studi in person medicinebeginnerprofessionalpharmacogenet electron medic record diseas pharmacogenom medicin person medicin dna genet cystic fibrosi medic record life-sci patient-care4.821,4.8,Beginner,Professional,21,"Transgender Medicine for General Medical Providers,Medical Emergencies Airway Breathing and Circulation,From Disease to Genes and Back,Precision Medicine,EMT Foundations,eHealth More than just an electronic record"
1716,Networking in Google Cloud Hybrid Connectivity and Network Management,network in googl cloud hybrid connect and network managementconversantprofessionalcloud platform googl cloud platform cloud comput network servic plan network manag network plan and design network monitor network analysi leadership and manag information-technolog networking4.820,4.8,Conversant,Professional,20,"Networking in Google Cloud Defining and Implementing Networks,Network Function Virtualization,Essential Google Cloud Infrastructure Core Services,Essential Google Cloud Infrastructure Core Services,Essential Google Cloud Infrastructure Core Services,Essential Google Cloud Infrastructure Foundation"
1813,Exploring Light Hands-on Activities and Strategies for Teachers,explor light hands-on activ and strategi for teachersbeginnerstudentlesson plan strategi photographi wait system call lent experi order pair optic algorithm exhibit physic experi physical-science-and-engin physics-and-astronomy4.820,4.8,Beginner,Student,20,"Nuclear Reactor Physics Basics,Physics 101 - Forces and Kinematics,Particle Physics an Introduction,The Science of the Solar System,AstroTech The Science and Technology behind Astronomical Discovery,Electrodynamics Analysis of Electric Fields"
2081,Generative Design for Industrial Applications,gener design for industri applicationsadvancedstudentmanufactur process manag .properti materi clinic studi design industri engin gener design mechan engin render comput graphic simul autodesk physical-science-and-engin mechanical-engineering4.820,4.8,Advanced,Student,20,"Engineering Design Process with Autodesk Fusion 360,Generative Design for Part Consolidation,Generative Design for Additive Manufacturing,Generative Design for Performance and Weight Reduction,Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,3D Model Creation with Autodesk Fusion 360"
2289,Urgent Optimism How to Turn Foresight into Action,urgent optim how to turn foresight into actionbeginnerstudentr estat broker thought futur studi composit artifact color augment assign real estat philosophi design think write anxieti busi leadership-and-management4.820,4.8,Beginner,Student,20,"Ready Set Future! Introduction to Futures Thinking,Design Thinking for Innovation,Evaluating Problems,Collaborative Foresight How to Game the Future,Design-Led Strategy Design thinking for business strategy and entrepreneurship,Leadership Through Design Innovation"
2704,Extinctions Past Present & Future,extinct past present & futurebeginnerstudentgeolog record evolut climat chang biodivers paleontolog extinct event speci geolog biolog anthropolog extinct event physical-science-and-engin environmental-science-and-sustainability4.820,4.8,Beginner,Student,20,"Mountains 101,Climate Change and Water in Mountains A Global Concern,The Dynamic Earth A Course for Educators,Introduction to the Arctic Climate,Origins - Formation of the Universe Solar System Earth and Life,Climate Change Mitigation in Developing Countries"
2829,Accounting Principles of Financial Accounting,account principl of financi accountingbeginnerstudentincom statement analysi cash flow financ flow network balanc sheet financi account incom account financi statement busi finance4.820,4.8,Beginner,Student,20,"Financial Accounting Fundamentals,Financial Accounting Advanced Topics,Financial Accounting Foundations,Understanding Financial Statements Company Performance,Accounting and Finance for IT professionals,Finance for Startups"
3031,Constitutional Reforms in Russia,constitut reform in russiaintermediatestudenthistori constitut inflat russian public opinion social justic econom intern financ intern law famili social-sci law4.820,4.8,Intermediate,Student,20,"International Law in Action A Guide to the International Courts and Tribunals in The Hague,International Law In Action Investigating and Prosecuting International Crimes,Introduction to International Criminal Law,International Law in Action the Arbitration of International Disputes,Refugees in the 21st Century,International Humanitarian Law in Theory and Practice"
3076,Hypothesis Testing in Public Health,hypothesi test in public healthintermediatestudentconfid interv confid hypothesi test gener statist p-valu null hypothesi hypothesi statist hypothesi test sampl distribut exact test life-sci public-health4.820,4.8,Intermediate,Student,20,"Introduction to Statistics & Data Analysis in Public Health,Introduction to Statistical Analysis Hypothesis Testing,Business Applications of Hypothesis Testing and Confidence Interval Estimation,Statistical Inference,Statistical Inference,AI Workflow Data Analysis and Hypothesis Testing"
3181,Teach English Now! Technology Enriched Teaching,teach english now! technolog enrich teachingbeginnerprofessionallesson plan fear instruct design digit nativ human learn english languag plan train teach teach method language-learn learning-english4.820,4.8,Beginner,Professional,20,"Teach English Now! Technology Enriched Teaching,Teach English Now! Capstone Project 2,Teach English Now! Capstone Project 2,Teach English Now! Teaching Language Online,Teach English Now! Second Language Reading Writing and Grammar,Teach English Now! Second Language Reading Writing and Grammar"
3419,Understanding Plants - Part I What a Plant Knows,understand plant - part i what a plant knowsbeginnerprofessionalpl physiolog plant biolog plant cell biolog plant cell biolog genet botani phototrop memori life-sci basic-science4.820,4.8,Beginner,Professional,20,"Understanding Plants - Part II Fundamentals of Plant Biology,Introduction to Algae,Introduction to Systems Biology,The Science of Stem Cells,Bugs 101 Insect-Human Interactions,Understanding Cancer Metastasis"
3421,Style Images with CSS,style imag with cssbeginnerstudentadob illustr web develop project .properti web page order pair javascript html css web computer-sci mobile-and-web-development4.820,4.8,Beginner,Student,20,"Style Tables with CSS,Introduction to Web Development,HTML and CSS Building a Single-Page Website,Programming Foundations with JavaScript HTML and CSS,Build a Google Firebase Web Application,Web Application Technologies and Django"
3422,Improving your statistical inferences,improv your statist inferencesbeginnerprofessionalhypothesi statist infer bayesian infer bayesian statist gener statist bayesian infer p-valu statist power statist hypothesi test data-sci probability-and-statistics4.820,4.8,Beginner,Professional,20,"Statistical Inference,Statistical Inference,Inferential Statistical Analysis with Python,Inferential Statistics,Bayesian Statistics From Concept to Data Analysis,Inferential and Predictive Statistics for Business"
